season,game_month,feature,n_rows,n_observed,mean,std,q10,q25,median,q75,q90
2019,7,asof_pitcher_prev1_game_middle_rate,29821,29418,0.13155749198449926,0.08138136039682484,0.0454545,0.08,0.121212,0.172414,0.226804
2019,7,asof_pitcher_prev3_game_middle_rate,29821,29418,0.12836581757087498,0.047369675877258995,0.0730159,0.0952381,0.124031,0.158249,0.192857
2019,7,asof_pitcher_prev5_game_middle_rate,29821,29418,0.1275104688660004,0.03900564671980678,0.0809129,0.100703,0.125,0.15,0.180258
2019,7,asof_batter_success_rate,29821,29804,0.559932416041471,0.059580284742704555,0.4949579,0.53217375,0.5576760000000001,0.583942,0.6120928
2019,7,asof_batter_middle_rate,29821,29804,0.1256370264830224,0.028617552968074937,0.1006043,0.1135935,0.1243705,0.13658949999999997,0.153846
2019,7,asof_pitcher_fastball_rate,29821,29809,0.55998695997853,0.10254169201205669,0.4375,0.491228,0.540616,0.625551,0.6955762000000001
2019,7,asof_pitcher_breaking_rate,29821,29809,0.28565434050454563,0.10725204221952608,0.1542474,0.217098,0.283394,0.349548,0.44020339999999997
2019,7,asof_pitcher_offspeed_rate,29821,29809,0.15435869604783792,0.11256180415722224,0.017880380000000008,0.0608067,0.141044,0.21457,0.3190312
2019,7,control_success,29821,29821,0.5601757151000972,0.4963739976216034,0.0,0.0,1.0,1.0,1.0
2019,8,asof_pitcher_success_rate,37934,37919,0.5539586658139719,0.06401384385501742,0.4759972,0.514097,0.554545,0.5948424999999999,0.6319644000000001
2019,8,asof_pitcher_reverse_rate,37934,37919,0.18492167073235055,0.0553981992350955,0.1162414,0.142857,0.185535,0.22599750000000002,0.24941820000000003
2019,8,asof_pitcher_middle_rate,37934,37919,0.12924344704027005,0.027629191867654213,0.0982962,0.11652699999999999,0.128017,0.142526,0.1596332
2019,8,asof_pitcher_ball_rate,37934,37919,0.3669690877396556,0.038290178478145816,0.3270028,0.34414100000000003,0.364234,0.3875405,0.411921
2019,8,asof_pitcher_strike_rate,37934,37919,0.44028548983359267,0.036240976760734865,0.39740179999999997,0.422848,0.441113,0.458313,0.4795274
2019,8,asof_pitcher_prev1_game_success_rate,37934,37421,0.5494253806792978,0.12597970432685796,0.4,0.46729,0.552083,0.636364,0.694118
2019,8,asof_pitcher_prev3_game_success_rate,37934,37421,0.5467842001282702,0.08611106804679253,0.430769,0.492063,0.55102,0.605263,0.644128
2019,8,asof_pitcher_prev5_game_success_rate,37934,37421,0.5495820331364742,0.07929360273262848,0.444444,0.497727,0.555556,0.605096,0.642857
2019,8,asof_pitcher_prev1_game_middle_rate,37934,37421,0.13669685788728253,0.08236801777420691,0.04,0.0888889,0.133333,0.180851,0.228261
2019,8,asof_pitcher_prev3_game_middle_rate,37934,37421,0.13410731709467946,0.04336549791324154,0.0810811,0.105263,0.133891,0.160194,0.188679
2019,8,asof_pitcher_prev5_game_middle_rate,37934,37421,0.13298692350017371,0.03620448173795943,0.0862069,0.109195,0.133333,0.15534,0.18
2019,8,asof_batter_success_rate,37934,37928,0.5516405863214512,0.04878238445702593,0.4965398,0.530811,0.554839,0.5742285,0.5934385000000001
2019,8,asof_batter_middle_rate,37934,37928,0.1292223751555579,0.024793414387187004,0.106838,0.116399,0.126616,0.14025125,0.15749710000000003
2019,8,asof_pitcher_fastball_rate,37934,37919,0.5532707493604789,0.10249031611607365,0.42821539999999997,0.4915625,0.530374,0.6182375,0.7048876000000002
2019,8,asof_pitcher_breaking_rate,37934,37919,0.28409587078773174,0.11277449812502102,0.12317020000000001,0.2166805,0.286624,0.35752300000000004,0.4394428000000001
2019,8,asof_pitcher_offspeed_rate,37934,37919,0.16263337886054482,0.11695009080591942,0.011873680000000003,0.06816565,0.150342,0.223725,0.3451900000000003
2019,8,control_success,37934,37934,0.5513259872409976,0.49736522209909906,0.0,0.0,1.0,1.0,1.0
2019,9,asof_pitcher_success_rate,29524,29506,0.5571454478411171,0.06505279075446067,0.4815415,0.52024675,0.555694,0.596018,0.630693
2019,9,asof_pitcher_reverse_rate,29524,29506,0.18506189437063644,0.05524693719745815,0.11937400000000001,0.1456695,0.1836525,0.222222,0.2509115
2019,9,asof_pitcher_middle_rate,29524,29506,0.12714319534332,0.029393817130430253,0.0994152,0.11442274999999999,0.126214,0.141863,0.157503
2019,9,asof_pitcher_ball_rate,29524,29506,0.3662764840032536,0.04197749484249246,0.325615,0.34460275,0.36415,0.38697675,0.410172
2019,9,asof_pitcher_strike_rate,29524,29506,0.43966580390429066,0.03898480541754792,0.4,0.4216015,0.440678,0.45883575,0.4783735
2019,9,asof_pitcher_prev1_game_success_rate,29524,29047,0.5567177834544015,0.1389969716376892,0.4,0.47561,0.565217,0.632184,0.712644
2019,9,asof_pitcher_prev3_game_success_rate,29524,29047,0.5573133474713395,0.08999515848682711,0.444444,0.5,0.56129,0.617761,0.666667
2019,9,asof_pitcher_prev5_game_success_rate,29524,29047,0.5558072931111647,0.07657961364856669,0.458599,0.510067,0.557377,0.607143,0.65
2019,9,asof_pitcher_prev1_game_middle_rate,29524,29047,0.13048063772506627,0.08241299594606641,0.0327869,0.08,0.121951,0.168675,0.230769
2019,9,asof_pitcher_prev3_game_middle_rate,29524,29047,0.13023162438806074,0.04971399664131594,0.0722892,0.0984761,0.127451,0.157609,0.190244
2019,9,asof_pitcher_prev5_game_middle_rate,29524,29047,0.13064123748407755,0.03899472887055741,0.0833333,0.108225,0.130435,0.155294,0.175904
2019,9,asof_batter_success_rate,29524,29494,0.5557651275852715,0.05813762894702039,0.4954256,0.53201175,0.5543914999999999,0.57627775,0.5996057
2019,9,asof_batter_middle_rate,29524,29494,0.12911591503356615,0.030325277405192804,0.10535850000000001,0.117801,0.12853350000000002,0.14079725,0.1611253
2019,9,asof_pitcher_fastball_rate,29524,29506,0.5512330133532163,0.10229000967355208,0.4281025,0.48775325,0.5303495,0.613384,0.6933564999999999
2019,9,asof_pitcher_breaking_rate,29524,29506,0.2887866631634244,0.113944850808634,0.126749,0.229885,0.2853685,0.35939425,0.444444
2019,9,asof_pitcher_offspeed_rate,29524,29506,0.15998031805869992,0.1178434062965206,0.009250214999999999,0.06432245,0.1508215,0.20975475,0.3236435
2019,9,control_success,29524,29524,0.559612518628912,0.49644203612092924,0.0,0.0,1.0,1.0,1.0
2019,10,asof_pitcher_success_rate,607,607,0.5513962570016475,0.04058137916313375,0.5024294,0.514456,0.5625,0.5726465000000001,0.5893222
2019,10,asof_pitcher_reverse_rate,607,607,0.19635202899505766,0.038195075927750816,0.154656,0.168145,0.194444,0.225671,0.2586162
2019,10,asof_pitcher_middle_rate,607,607,0.11820829868204283,0.02239667735047586,0.09483784,0.1,0.122977,0.1319515,0.143979
2019,10,asof_pitcher_ball_rate,607,607,0.36849116803953874,0.026810484605288207,0.3274302,0.3490715,0.372772,0.387618,0.40526799999999996
2019,10,asof_pitcher_strike_rate,607,607,0.441661611202636,0.022999560494733316,0.42110960000000003,0.424658,0.442982,0.4493975,0.4620616
2019,10,asof_pitcher_prev1_game_success_rate,607,607,0.5451886210873146,0.14170313817539074,0.357143,0.461538,0.531646,0.587596,0.7
2019,10,asof_pitcher_prev3_game_success_rate,607,607,0.5355168649093903,0.07076531112372195,0.450704,0.486486,0.541985,0.573077,0.615385
2019,10,asof_pitcher_prev5_game_success_rate,607,607,0.5399631433278419,0.06130707569240822,0.442623,0.502404,0.544662,0.577726,0.603175
2019,10,asof_pitcher_prev1_game_middle_rate,607,607,0.1187009482701812,0.09864019656070683,0.0,0.037037,0.113924,0.2,0.280488
2019,10,asof_pitcher_prev3_game_middle_rate,607,607,0.12791296161449753,0.052278104010299344,0.0666667,0.0791139,0.122807,0.167883,0.186441
2019,10,asof_pitcher_prev5_game_middle_rate,607,607,0.1282933054365733,0.04648137170044686,0.0745098,0.0909091,0.122407,0.164835,0.186047
2019,10,asof_batter_success_rate,607,607,0.5447006523887974,0.044263641040897764,0.5158688,0.5257670000000001,0.542056,0.5648105,0.5847932
2019,10,asof_batter_middle_rate,607,607,0.12486190708401977,0.021914567875415746,0.10808279999999999,0.115938,0.125856,0.13457950000000002,0.14483479999999999
2019,10,asof_pitcher_fastball_rate,607,607,0.5464969456342669,0.12349496435279067,0.37929399999999996,0.460652,0.537525,0.6224510000000001,0.7147072
2019,10,asof_pitcher_breaking_rate,607,607,0.3065669434925865,0.13868404365115453,0.1349234,0.232885,0.277815,0.4011935,0.4690706
2019,10,asof_pitcher_offspeed_rate,607,607,0.14693606939044482,0.11207006773622848,0.011439440000000002,0.05420305,0.138776,0.2386875,0.3067062
2019,10,control_success,607,607,0.5980230642504119,0.4907017062163776,0.0,0.0,1.0,1.0,1.0
2020,5,asof_pitcher_success_rate,40734,40690,0.5587317133202261,0.0642525697040145,0.48663639999999997,0.51970225,0.553191,0.59932025,0.6282272
2020,5,asof_pitcher_reverse_rate,40734,40690,0.1818695135536987,0.059347244812287814,0.1195645,0.14161674999999999,0.18057849999999998,0.21909925,0.24901109999999999
2020,5,asof_pitcher_middle_rate,40734,40690,0.13370451049889406,0.040672889106834205,0.10032780000000001,0.114035,0.1273665,0.1487755,0.177419
2020,5,asof_pitcher_ball_rate,40734,40690,0.3680042765298599,0.04786892881915738,0.32682639999999996,0.34481425,0.36419,0.386555,0.412451
2020,5,asof_pitcher_strike_rate,40734,40690,0.44003907444826734,0.04564855460213094,0.3976389,0.420875,0.4412555,0.46,0.4796914
2020,5,asof_pitcher_prev1_game_success_rate,40734,38622,0.5496682206359069,0.13011026644000284,0.4,0.46875,0.544554,0.625,0.708333
2020,5,asof_pitcher_prev3_game_success_rate,40734,38622,0.5537375156387551,0.08565802408053659,0.447368,0.5,0.554839,0.611765,0.660194
2020,5,asof_pitcher_prev5_game_success_rate,40734,38622,0.556185634897209,0.07482993251004838,0.461538,0.505376,0.556936,0.603175,0.647059
2020,5,asof_pitcher_prev1_game_middle_rate,40734,38622,0.14459651256019884,0.08729532369836222,0.03125,0.0833333,0.142857,0.197183,0.256757
2020,5,asof_pitcher_prev3_game_middle_rate,40734,38622,0.14216484223240639,0.05588653955319449,0.0746269,0.10396,0.139013,0.176471,0.212766
2020,5,asof_pitcher_prev5_game_middle_rate,40734,38622,0.13869915878773756,0.04595448481634507,0.0822943,0.109489,0.133333,0.169014,0.197802
2020,5,asof_batter_success_rate,40734,40699,0.5610051316739969,0.05290789133445764,0.5155896,0.5356380000000001,0.55485,0.578616,0.6079430000000001
2020,5,asof_batter_middle_rate,40734,40699,0.13144678361630507,0.031984207651481744,0.106742,0.12,0.130137,0.140658,0.15941520000000003
2020,5,asof_pitcher_fastball_rate,40734,40690,0.56247528982551,0.10921621013605089,0.4394367,0.49562825,0.544161,0.6208645,0.7148817999999999
2020,5,asof_pitcher_breaking_rate,40734,40690,0.28100289802408457,0.10983282410016584,0.12516359999999999,0.21944750000000002,0.2807725,0.3441035,0.4157316
2020,5,asof_pitcher_offspeed_rate,40734,40690,0.15652180857335957,0.11225608009958034,0.0240964,0.0722892,0.136032,0.212121,0.3024342
2020,5,control_success,40734,40734,0.5430353022045465,0.49815063467408705,0.0,0.0,1.0,1.0,1.0
2020,6,asof_pitcher_success_rate,41502,41478,0.5500625531607117,0.06032926088684961,0.476882,0.515436,0.5452465,0.58870875,0.6173024
2020,6,asof_pitcher_reverse_rate,41502,41478,0.18718107593181926,0.05382726151336091,0.12164670000000001,0.14909925000000002,0.185093,0.2243705,0.25282550000000004
2020,6,asof_pitcher_middle_rate,41502,41478,0.13697996125174794,0.03482654687286428,0.106542,0.11961025,0.1324365,0.15238,0.1710086
2020,6,asof_pitcher_ball_rate,41502,41478,0.37024207218284394,0.04175065418773158,0.33213,0.348444,0.366316,0.387781,0.416
2020,6,asof_pitcher_strike_rate,41502,41478,0.4376499708062106,0.03898283870062619,0.3975631,0.41903625,0.440247,0.4588895,0.476636
2020,6,asof_pitcher_prev1_game_success_rate,41502,40716,0.5344175430445034,0.12220088899352682,0.393939,0.461538,0.532609,0.611765,0.670732
2020,6,asof_pitcher_prev3_game_success_rate,41502,40716,0.535908235165537,0.08345517791300637,0.434783,0.479853,0.532468,0.589577,0.642553
2020,6,asof_pitcher_prev5_game_success_rate,41502,40716,0.5379991196335592,0.07273159227026116,0.447761,0.490153,0.537109,0.583333,0.629213
2020,6,asof_pitcher_prev1_game_middle_rate,41502,40716,0.14876421469201298,0.08590774884341765,0.0574713,0.0909091,0.142857,0.2,0.254717
2020,6,asof_pitcher_prev3_game_middle_rate,41502,40716,0.1475413961047254,0.049900791239128016,0.0851064,0.116,0.145161,0.177778,0.209302
2020,6,asof_pitcher_prev5_game_middle_rate,41502,40716,0.14712963277826901,0.042109984687424204,0.0954198,0.123142,0.14539,0.172113,0.2
2020,6,asof_batter_success_rate,41502,41476,0.5568377934950333,0.05198285492805565,0.5125949999999999,0.531915,0.552577,0.5749602500000001,0.608108
2020,6,asof_batter_middle_rate,41502,41476,0.13437106151268202,0.02918658249426465,0.1097325,0.1227825,0.131836,0.140408,0.1620855
2020,6,asof_pitcher_fastball_rate,41502,41478,0.5610422751096966,0.10346406236621744,0.44128680000000003,0.49472475,0.549157,0.6218112499999999,0.695652
2020,6,asof_pitcher_breaking_rate,41502,41478,0.28128217700708813,0.10510032550264861,0.14264369999999998,0.223776,0.280871,0.33893675,0.417582
2020,6,asof_pitcher_offspeed_rate,41502,41478,0.15767554523798158,0.1111238590140296,0.025,0.0787037,0.1386925,0.21317750000000002,0.3084644
2020,6,control_success,41502,41502,0.5314201725218062,0.49901780822120473,0.0,0.0,1.0,1.0,1.0
2020,7,asof_pitcher_success_rate,39435,39425,0.5471906577045021,0.05393197847666644,0.4817342,0.513399,0.543974,0.584466,0.6108418
2020,7,asof_pitcher_reverse_rate,39435,39425,0.18915842165377297,0.04950536978277003,0.1280288,0.153409,0.1875,0.224121,0.2516056
2020,7,asof_pitcher_middle_rate,39435,39425,0.13800272364895372,0.02796910365130894,0.110811,0.121894,0.136257,0.15109,0.1670206
2020,7,asof_pitcher_ball_rate,39435,39425,0.36835604882688655,0.04010893037774314,0.3291556,0.345455,0.361538,0.385757,0.41436259999999997
2020,7,asof_pitcher_strike_rate,39435,39425,0.44110762206721615,0.03343266994561064,0.404412,0.422497,0.443086,0.459957,0.47765379999999996
2020,7,asof_pitcher_prev1_game_success_rate,39435,39236,0.5314406829977573,0.12575869278732962,0.376344,0.461538,0.536842,0.602941,0.684211
2020,7,asof_pitcher_prev3_game_success_rate,39435,39236,0.5290646784840453,0.07988410323137707,0.428571,0.48591425,0.529032,0.576471,0.626415
2020,7,asof_pitcher_prev5_game_success_rate,39435,39236,0.5298799481598532,0.07001744149149572,0.446429,0.486111,0.529412,0.569647,0.617284
2020,7,asof_pitcher_prev1_game_middle_rate,39435,39236,0.15668590496227955,0.1005896365967111,0.0526316,0.0909091,0.142857,0.204545,0.28
2020,7,asof_pitcher_prev3_game_middle_rate,39435,39236,0.15588642151595475,0.05874536692989844,0.0857143,0.118056,0.149635,0.189369,0.230769
2020,7,asof_pitcher_prev5_game_middle_rate,39435,39236,0.15331861289377105,0.04784142493963456,0.0977131,0.121212,0.153119,0.180851,0.214286
2020,7,asof_batter_success_rate,39435,39424,0.5497015485237419,0.04195608971831369,0.5085014999999999,0.53232725,0.5486225,0.5679375,0.5855203999999999
2020,7,asof_batter_middle_rate,39435,39424,0.13821792072088068,0.025326419883654513,0.117699,0.127214,0.1359185,0.143053,0.16474400000000006
2020,7,asof_pitcher_fastball_rate,39435,39425,0.5582698673430565,0.10279112100226286,0.4446988,0.487931,0.54163,0.612395,0.6923775999999998
2020,7,asof_pitcher_breaking_rate,39435,39425,0.2849469773772987,0.10726983102902343,0.143939,0.218974,0.289557,0.353324,0.4281136
2020,7,asof_pitcher_offspeed_rate,39435,39425,0.1567831519657578,0.10732547084581427,0.025641,0.0806133,0.137018,0.210918,0.31195939999999994
2020,7,control_success,39435,39435,0.5287181437809053,0.4991809161119847,0.0,0.0,1.0,1.0,1.0
2020,8,asof_pitcher_success_rate,38652,38639,0.5451961104324646,0.05352501747078736,0.484375,0.5137,0.541667,0.5810409999999999,0.6036526000000001
2020,8,asof_pitcher_reverse_rate,38652,38639,0.1919494335438288,0.0504038481844192,0.132075,0.16006949999999998,0.191558,0.222222,0.2572872
2020,8,asof_pitcher_middle_rate,38652,38639,0.1384015251507544,0.02442576201776117,0.1140494,0.123856,0.139324,0.1512155,0.16633360000000005
2020,8,asof_pitcher_ball_rate,38652,38639,0.36763353826444783,0.03639444754308882,0.32998659999999996,0.3482345,0.363481,0.3850405,0.4078572000000001
2020,8,asof_pitcher_strike_rate,38652,38639,0.4410570495354435,0.03422948450947423,0.405685,0.422093,0.440523,0.4599445,0.47829360000000004
2020,8,asof_pitcher_prev1_game_success_rate,38652,38367,0.5276599187478823,0.12847392839272823,0.375,0.461538,0.531915,0.602273,0.666667
2020,8,asof_pitcher_prev3_game_success_rate,38652,38367,0.5293088899106002,0.07901569064038302,0.434783,0.482759,0.530612,0.575472,0.621795
