pitcher_id,season,game_month,n_rows,target_rate,asof_pitcher_success_rate,asof_pitcher_reverse_rate,asof_pitcher_middle_rate,asof_pitcher_ball_rate,asof_pitcher_strike_rate,asof_pitcher_prev1_game_success_rate,asof_pitcher_prev3_game_success_rate,asof_pitcher_prev5_game_success_rate,asof_pitcher_prev1_game_middle_rate,asof_pitcher_prev3_game_middle_rate,asof_pitcher_prev5_game_middle_rate,asof_batter_success_rate,asof_batter_middle_rate,asof_pitcher_fastball_rate,asof_pitcher_breaking_rate,asof_pitcher_offspeed_rate,cluster
22772,2019,3,75,0.5066666666666667,0.6064030405405405,0.24772983783783786,0.0683107608108108,0.31652689189189187,0.538288054054054,0.5625485909090908,0.603593090909091,0.603593090909091,0.03761975,0.056837286363636365,0.056837286363636365,0.5404516,0.11725714000000001,0.7015326486486486,0.18335661756756758,0.11511071891891893,1
22321,2019,3,70,0.6428571428571429,0.6963063768115942,0.06434319130434782,0.15830911594202898,0.4719823623188406,0.37950795652173913,0.6736794098360657,0.721066,0.721066,0.1390710819672131,0.17442419672131146,0.17442419672131146,0.6495191470588235,0.11136226764705881,0.24026175362318844,0.4908025797101449,0.2689355507246377,1
23047,2019,3,124,0.6290322580645161,0.6626859593495935,0.12164514227642276,0.10117175040650406,0.334221756097561,0.5361225040650406,0.6024155391304348,0.6608694869565217,0.6628762869565218,0.11207728173913044,0.1081159495652174,0.1078931495652174,0.5857638770491803,0.13294019918032787,0.5009276747967479,0.48226890243902437,0.016803427642276422,1
23651,2019,3,197,0.5076142131979695,0.5214465918367347,0.19820072346938777,0.10231417653061226,0.3749160051020408,0.38026651530612243,0.536082,0.536082,0.536082,0.0824742,0.0824742,0.0824742,0.5713316903553299,0.09994415025380711,0.553643362244898,0.2969061280612245,0.1494505387755102,1
23633,2019,3,160,0.5875,0.4940098805031447,0.23465067295597486,0.11823072138364779,0.3398487547169811,0.4287340628930818,0.551724,0.551724,0.551724,0.0804598,0.0804598,0.0804598,0.48218327499999997,0.111882696875,0.7191909748427673,0.16188320628930816,0.11892579245283018,1
23499,2019,3,100,0.56,0.6589793838383837,0.10971148080808082,0.0709025797979798,0.33461376767676765,0.5029879494949494,0.7348485454545455,0.705628,0.705628,0.06628787272727273,0.0735930909090909,0.0735930909090909,0.57460874,0.121099551,0.3758477777777778,0.6046324343434344,0.019519822222222222,1
23650,2019,3,132,0.5606060606060606,0.5286362290076335,0.23218353435114503,0.0970060824427481,0.46077892366412215,0.45841812213740457,0.511628,0.511628,0.511628,0.11627899999999998,0.11627899999999998,0.11627899999999998,0.6119596666666667,0.11828368484848485,0.7176950839694657,0.0946912572519084,0.18761366641221375,1
23225,2019,3,90,0.4222222222222222,0.5365257528089887,0.19703284382022473,0.14111187078651685,0.402025011235955,0.5099253595505617,0.48266827272727275,0.5655773116883117,0.5655773116883117,0.15716500389610388,0.1373866142857143,0.1373866142857143,0.5480204269662922,0.09988104269662922,0.8328412359550562,0.16715876404494381,0.0,1
23306,2019,3,89,0.5056179775280899,0.4395885,0.29213764772727274,0.16863706818181817,0.29530995454545456,0.48661660227272724,0.5422285396825397,0.4888901111111111,0.4888901111111111,0.11315771428571429,0.14036412698412698,0.14036412698412698,0.5621503295454545,0.12550373522727273,0.5059555,0.28910885227272726,0.20493562499999998,0
23637,2019,3,88,0.45454545454545453,0.46457567816091955,0.16931167586206897,0.1439325068965517,0.2559591724137931,0.5588211034482758,0.48737069863013693,0.4591141232876712,0.4591141232876712,0.1370883493150685,0.1639114794520548,0.1639114794520548,0.5652721034482759,0.11743412068965518,0.8230365862068966,0.17696341379310346,0.0,1
23534,2019,3,188,0.675531914893617,0.6733774171122995,0.09916549518716578,0.09344659839572193,0.3591759732620321,0.4695019839572192,0.677083,0.677083,0.677083,0.0833333,0.0833333,0.0833333,0.6031439732620322,0.13321792245989306,0.734378770053476,0.18830097860962566,0.07732022352941177,1
21754,2019,3,170,0.5470588235294118,0.6261838284023669,0.25500199408284024,0.07029218402366863,0.35890489349112425,0.4587496568047338,0.694118,0.694118,0.694118,0.0352941,0.0352941,0.0352941,0.5858175562130178,0.08605448875739645,0.7273526035502959,0.27042869230769234,0.0022186986982248524,1
23786,2019,3,111,0.4864864864864865,0.6321358545454545,0.14573314727272726,0.05572987,0.33283524545454546,0.5732198636363636,0.2367810821917808,0.560416808219178,0.6009020821917809,0.4532990109589041,0.07659814657534246,0.0648174616438356,0.592707990990991,0.08015425135135135,0.5284669818181819,0.44024543636363633,0.031287538272727275,1
22735,2019,3,64,0.546875,0.5457746666666666,0.1726393492063492,0.16865809841269844,0.22815284126984128,0.613312492063492,0.5667580526315789,0.5812672105263157,0.5812672105263157,0.18550144736842106,0.1876862456140351,0.1876862456140351,0.524123359375,0.1491742171875,0.611743380952381,0.11716805396825397,0.2710886507936508,1
22743,2019,3,53,0.5660377358490566,0.6662707307692308,0.04127245576923077,0.05436316923076923,0.3252958653846154,0.5022790961538461,0.6351566590909091,0.65407075,0.65407075,0.08650370909090908,0.09076843863636364,0.09076843863636364,0.5427479230769231,0.12377605,0.6437392307692308,0.1796925,0.1765683076923077,1
22419,2019,3,185,0.43243243243243246,0.460487652173913,0.2875985706521739,0.1452983266304348,0.3799995923913044,0.46008785869565216,0.428571,0.428571,0.428571,0.142857,0.142857,0.142857,0.44448713513513516,0.12064228324324325,0.5952270543478261,0.25226072010869566,0.15251228804347824,0
23745,2019,3,182,0.554945054945055,0.5682500718232044,0.2066981767955801,0.08243855138121547,0.3802264364640884,0.4478429171270718,0.521277,0.521277,0.521277,0.0638298,0.0638298,0.0638298,0.5714157790055249,0.0777386049723757,0.5380936187845304,0.213456817679558,0.24844956906077348,1
21940,2019,3,200,0.64,0.5864279949748743,0.08392235175879398,0.20202491457286434,0.3869342814070352,0.49121974371859295,0.640777,0.640777,0.640777,0.184466,0.184466,0.184466,0.545579567839196,0.13092146783919598,0.4591080603015075,0.2867956030150754,0.25409626633165827,1
23696,2019,3,183,0.644808743169399,0.690711434065934,0.07716827582417582,0.13292347802197801,0.36542640109890107,0.45213065384615386,0.673684,0.673684,0.673684,0.147368,0.147368,0.147368,0.6056566464088398,0.14141521657458564,0.6400631043956044,0.27561980824175825,0.08431712197802198,1
22163,2019,3,60,0.5166666666666667,0.5267919661016949,0.09631061016949152,0.22814222033898304,0.42893305084745764,0.3661690677966101,0.555556,0.555556,0.555556,0.277778,0.277778,0.277778,0.5546242807017544,0.14455744561403508,0.724969220338983,0.07705408644067796,0.19797676610169493,0
23767,2019,3,149,0.6644295302013423,0.6831393040540541,0.09044195,0.03239738243243243,0.4078186891891892,0.45054538513513515,0.670732,0.670732,0.670732,0.0365854,0.0365854,0.0365854,0.6101751812080537,0.10569101744966443,0.8300283986486486,0.16460163175675674,0.005369981621621622,1
21916,2019,3,183,0.5901639344262295,0.5433789285714286,0.14930838131868132,0.23095389010989012,0.299772021978022,0.44872564835164835,0.537634,0.537634,0.537634,0.247312,0.247312,0.247312,0.6032306284153005,0.14639913879781422,0.45795598351648353,0.33375912637362637,0.20828485714285713,0
23631,2019,3,103,0.6213592233009708,0.6119539901960784,0.20479329411764707,0.15765600980392155,0.3111508333333333,0.49775464705882355,0.454545,0.454545,0.454545,0.181818,0.181818,0.181818,0.6236898932038836,0.12510152718446602,0.4701782352941176,0.2894920294117647,0.24032963725490195,1
22624,2019,3,82,0.5487804878048781,0.5771787901234569,0.1481556740740741,0.09594191975308641,0.4614838395061728,0.39213227160493824,0.5945450882352941,0.6134395294117647,0.6134395294117647,0.09815988823529412,0.08781941764705882,0.08781941764705882,0.6045209634146341,0.11317108902439026,0.7072623703703703,0.29273763456790125,0.0,1
21402,2019,3,51,0.6078431372549019,0.53409296,0.33470678,0.07787038,0.24243562000000002,0.5639812200000001,0.4968714736842105,0.4837476842105264,0.4837476842105264,0.08906873684210527,0.11312890526315791,0.11312890526315791,0.5434637800000001,0.15271362,0.53023358,0.43191782,0.037848576,1
23758,2019,3,185,0.5297297297297298,0.4369548152173913,0.19101815760869564,0.22632863586956523,0.339743875,0.4827262445652174,0.43333299999999997,0.43333299999999997,0.43333299999999997,0.222222,0.222222,0.222222,0.5455586054054055,0.1352414772972973,0.7123605760869565,0.26575455923913044,0.021884914130434783,0
22277,2019,3,173,0.5260115606936416,0.5152735465116279,0.28336262209302326,0.12813484534883723,0.3973863197674419,0.46177784883720935,0.547619,0.547619,0.547619,0.119048,0.119048,0.119048,0.5652640578034682,0.09254610173410405,0.5273644476744186,0.30292586627906976,0.16970961395348835,1
21733,2019,3,50,0.5,0.36588508163265304,0.16368025102040815,0.27585714285714286,0.40439585714285714,0.28942641020408166,0.3972903181818182,0.34013529545454546,0.34013529545454546,0.30142779545454546,0.2832357272727273,0.2832357272727273,0.5592213877551021,0.1547551530612245,0.5308684285714286,0.1562217081632653,0.31290981632653064,0
23673,2019,3,179,0.49162011173184356,0.4886988764044944,0.22581279831460674,0.0982138679775281,0.3106862247191011,0.5105622471910113,0.45122,0.45122,0.45122,0.097561,0.097561,0.097561,0.537717095505618,0.11797144775280899,0.6042941179775281,0.23590802808988764,0.15979791573033708,1
23717,2019,3,204,0.5147058823529411,0.47382089655172416,0.3008153300492611,0.11258560738916255,0.3439749014778325,0.5189335566502463,0.463636,0.463636,0.463636,0.118182,0.118182,0.118182,0.5195223546798029,0.12975270492610838,0.6128294778325123,0.36333816256157636,0.023832307881773398,0
23719,2019,3,61,0.5573770491803278,0.5409198833333334,0.21817858333333331,0.1275206,0.21693389,0.5803928166666666,0.5398268727272728,0.5452022545454546,0.5452022545454546,0.1337663290909091,0.13560614545454547,0.13560614545454547,0.5167530491803278,0.13587531147540985,0.4049329333333333,0.32496043333333335,0.2701064333333333,1
22318,2019,3,94,0.574468085106383,0.5778799139784946,0.2374987311827957,0.04771775698924731,0.27656532258064515,0.5815237204301075,0.5561965616438357,0.5617114657534247,0.5617114657534247,0.03746404109589041,0.04114087397260274,0.04114087397260274,0.5402478191489362,0.12253670425531915,0.6108634838709678,0.3891365161290322,0.0,1
22380,2019,3,79,0.7215189873417721,0.7157296923076922,0.13419999230769233,0.12312174743589743,0.35515766666666665,0.5316055512820512,,,,,,,0.6676911265822785,0.11480447974683546,0.5521298846153846,0.15421465512820512,0.2936554871794872,1
22964,2019,3,74,0.6891891891891891,0.7165835753424658,0.1366832,0.08392507534246575,0.28687895890410964,0.501580698630137,,,,,,,0.48140256756756755,0.15442532837837838,0.554716698630137,0.19407098630136987,0.25121234794520547,1
21414,2019,3,66,0.6666666666666666,0.7095983846153846,0.09827096769230768,0.13862033384615385,0.4389512461538462,0.4294090153846154,0.711111,0.711111,0.711111,0.11111099999999999,0.11111099999999999,0.11111099999999999,0.5607686818181818,0.11415124393939394,0.5459120615384616,0.4540879384615385,0.0,1
22249,2019,3,169,0.5562130177514792,0.5484238273809524,0.2327585357142857,0.14249631428571427,0.3464260773809524,0.5435608333333333,0.586957,0.586957,0.586957,0.141304,0.141304,0.141304,0.6095997916666667,0.12896187678571427,0.5644055952380952,0.10809555773809523,0.32749890476190474,1
23784,2019,3,99,0.5555555555555556,0.6454034183673469,0.1335504336734694,0.1705338673469388,0.28198323469387754,0.4908449591836735,,,,,,,0.5573966464646465,0.1621744606060606,0.4939312755102041,0.3138797040816327,0.19218892857142858,1
22776,2019,3,78,0.6282051282051282,0.5894069350649351,0.14614136623376622,0.18939442857142857,0.4536047272727272,0.33687666233766234,0.6281955438596492,0.6003191578947369,0.6003191578947369,0.14895561403508772,0.19468347368421055,0.19468347368421055,0.6241151038961039,0.13168807402597402,0.6454164545454545,0.35458354545454546,0.0,1
22592,2019,3,64,0.5625,0.6287839047619047,0.15110955555555555,0.1411995873015873,0.4545652698412698,0.33237022222222223,0.64914296,0.63126044,0.63126044,0.1037144,0.17889091999999998,0.17889091999999998,0.602228421875,0.125643490625,0.5944884285714286,0.40551157142857147,0.0,1
23557,2019,3,198,0.6161616161616161,0.6488522639593909,0.08687885482233502,0.13062055989847715,0.39210593401015226,0.48066518781725887,0.6888890000000001,0.6888890000000001,0.6888890000000001,0.122222,0.122222,0.122222,0.5147307626262626,0.14265493484848485,0.666198578680203,0.09647343299492385,0.2373279847715736,1
22890,2019,3,172,0.6337209302325582,0.6671402690058479,0.0763858403508772,0.16163880701754388,0.38927601754385965,0.4643614970760234,0.622222,0.622222,0.622222,0.188889,0.188889,0.188889,0.5997970292397661,0.15664869532163744,0.6206887426900585,0.20972070760233916,0.16959045789473684,1
22397,2019,3,67,0.6268656716417911,0.6650051666666666,0.04393456818181818,0.17484554545454545,0.36181559090909093,0.4876300454545454,0.6754202352941177,0.6787525294117648,0.6787525294117648,0.18802517647058822,0.18788029411764703,0.18788029411764703,0.6046852089552238,0.16041045074626864,0.4233286818181818,0.2927878181818182,0.28388339393939394,1
22192,2019,3,96,0.3958333333333333,0.3416427684210526,0.3740845578947368,0.14875297894736844,0.43966163157894733,0.46707655789473684,,,,,,,0.47874678125,0.13814562708333333,0.42216402105263157,0.4802241894736842,0.09761165578947367,0
22469,2019,3,88,0.4659090909090909,0.39817635632183906,0.35528898850574714,0.17269718390804598,0.3540504367816092,0.4550626781609195,,,,,,,0.5874385681818182,0.10124393295454545,0.4245947356321839,0.5147158045977012,0.06068948735632184,0
22278,2019,3,61,0.3442622950819672,0.40431515,0.2740589666666667,0.21478795,0.3773906833333333,0.46330366666666667,0.4,0.4,0.4,0.4,0.4,0.4,0.49142290163934427,0.10426329836065573,0.6161327166666666,0.3838672833333333,0.0,0
21936,2019,3,68,0.4411764705882353,0.44542938805970145,0.3128555671641791,0.05466815223880597,0.3512188358208955,0.5257587164179104,,,,,,,0.5500892794117647,0.09276423088235294,0.6931879850746269,0.27839207462686566,0.028419980597014928,1
23030,2019,3,77,0.4025974025974026,0.3920641052631579,0.340429947368421,0.0678464552631579,0.5247151842105263,0.37161544736842106,,,,,,,0.4966296493506493,0.10108224545454546,0.5607445131578948,0.40870730263157895,0.03054810657894737,0
23655,2019,3,97,0.7731958762886598,0.8210313958333333,0.04546634895833334,0.090634803125,0.37803680208333335,0.42756073958333335,,,,,,,0.6459992577319588,0.1323321793814433,0.8011039375000001,0.06730118020833332,0.13159490416666667,1
23332,2019,3,82,0.5121951219512195,0.5647164938271605,0.20793249382716048,0.07678857777777778,0.6758840493827161,0.23299280246913578,,,,,,,0.5579944146341463,0.10975558658536586,0.7193061481481482,0.1503096185185185,0.13038425432098766,1
23590,2019,3,86,0.5116279069767442,0.5435652352941177,0.20068128,0.12567508588235293,0.4073573529411765,0.4009901294117647,,,,,,,0.6220943023255814,0.15338607558139536,0.41295185882352936,0.43439589411764706,0.15265211764705883,1
23478,2019,3,84,0.4523809523809524,0.3936088313253012,0.38017516867469875,0.23214228915662652,0.2892926626506024,0.39887093975903615,,,,,,,0.5369312142857142,0.1777091488095238,0.6427204819277108,0.3533975987951807,0.0038818999999999998,0
22131,2019,3,99,0.7777777777777778,0.7360774081632654,0.030603120408163268,0.06867261530612245,0.3553360408163265,0.41243411224489795,,,,,,,0.545529101010101,0.13337869797979798,0.35271372448979593,0.29785609183673467,0.3494301224489796,1
23307,2019,3,94,0.6170212765957447,0.5977463655913978,0.0694445688172043,0.1330941365591398,0.38817399999999996,0.423679,,,,,,,0.6226640531914893,0.14865681595744681,0.5916903225806451,0.14075548494623655,0.26755425806451616,1
22435,2019,3,95,0.5473684210526316,0.6034361382978723,0.061504632978723404,0.1587319074468085,0.36485919148936174,0.39998792553191487,,,,,,,0.5030654210526316,0.1413997294736842,0.5384554787234043,0.36954496808510634,0.09199954787234042,1
21795,2019,3,75,0.5466666666666666,0.5745273783783784,0.24611805405405404,0.11557263243243245,0.35006017567567566,0.5114638243243244,,,,,,,0.57699904,0.095769736,0.45572371621621616,0.4307665,0.11350972837837839,1
21978,2019,3,83,0.3614457831325301,0.48924820731707314,0.19903339024390243,0.09395104512195122,0.37655307317073167,0.4834559146341464,,,,,,,0.4979768674698795,0.09728098795180723,0.2989649268292683,0.3422133780487805,0.3588215731707317,1
