pitcher_id,season,n_rows,target_rate,asof_pitcher_success_rate,asof_pitcher_reverse_rate,asof_pitcher_middle_rate,asof_pitcher_ball_rate,asof_pitcher_strike_rate,asof_pitcher_prev1_game_success_rate,asof_pitcher_prev3_game_success_rate,asof_pitcher_prev5_game_success_rate,asof_pitcher_prev1_game_middle_rate,asof_pitcher_prev3_game_middle_rate,asof_pitcher_prev5_game_middle_rate,asof_batter_success_rate,asof_batter_middle_rate,asof_pitcher_fastball_rate,asof_pitcher_breaking_rate,asof_pitcher_offspeed_rate,cluster
23414,2019,999,0.5355355355355356,0.5461775781563126,0.1876387765531062,0.11709046052104208,0.3866603266533066,0.42004378557114225,0.5241062044534412,0.5315530728744939,0.5411852165991903,0.14470021012145748,0.1340170862348178,0.13078765202429152,0.5549856449348044,0.12792951344032097,0.42033604509018035,0.23399169559118238,0.3456722334669339,0
22427,2019,1035,0.5700483091787439,0.5448160938104448,0.1780949593810445,0.13843912959381044,0.3723712882011605,0.4264772176015474,0.5584659542356378,0.5715899678675754,0.5738149717624148,0.13103847731256088,0.1161019723466407,0.11657637867575463,0.5533737920696324,0.12644367137330756,0.5457370522243713,0.3889774729206963,0.06528549264990328,0
23238,2019,843,0.5219454329774614,0.5266863004750594,0.23920322351543943,0.13982794774346793,0.3390992114014252,0.4554840534441806,0.5302521867469879,0.5377399409638554,0.5358358638554217,0.13238791072289155,0.12181732385542168,0.12573817204819276,0.5513826864608076,0.13050573954869357,0.7137908990498812,0.272922,0.013287086377672208,0
21432,2019,966,0.5486542443064182,0.5471815502590675,0.13006308487046633,0.12189679875647669,0.38433521968911916,0.3803599616580311,0.5639904408376963,0.5471520910994765,0.5493044994764398,0.11970977225130891,0.1201241347643979,0.12050749759162303,0.556749483436853,0.12779571904761905,0.5025548031088083,0.4820108404145078,0.015434370321243524,0
22782,2019,1976,0.5298582995951417,0.522043711392405,0.19512341924050633,0.10834293351898734,0.4366060653164557,0.4032746765063291,0.5140719837398374,0.5210428013211382,0.5254105096544716,0.12082747845528455,0.11081814893292682,0.1105399344004065,0.5524522101265822,0.12348481402531646,0.592821511392405,0.2675414086075949,0.1396370631898734,0
22231,2019,1113,0.6118598382749326,0.609634195143885,0.11454740791366907,0.13447604550359712,0.3221013525179856,0.4820726214028777,0.605502738503156,0.5974917962128042,0.6015447944093778,0.1349506494138864,0.14105883877366998,0.13987340027051398,0.5595129792605952,0.1253033088367899,0.46746198741007194,0.13135127976618705,0.401186696942446,0
22525,2019,982,0.49287169042769857,0.532708996941896,0.20608632844036698,0.1349757620795107,0.42189566564729863,0.4123158481141692,0.48963966080661836,0.5015586442605998,0.5010264850051707,0.12323560910031024,0.12044258976215098,0.11819616494312306,0.5513883604887985,0.12579686079429736,0.6375128022426095,0.09979987013251784,0.26268732589194704,0
23766,2019,1244,0.5482315112540193,0.5426159814963798,0.18002655993563957,0.11888957111826226,0.3882780337892196,0.4078346283185841,0.551509536585366,0.5444362247386759,0.5438773362369338,0.12608129224738676,0.12142760888501743,0.12097272125435542,0.551185575708502,0.12199932801619433,0.6865136098149638,0.20507377135961383,0.10841263041029767,0
23713,2019,2076,0.51252408477842,0.5144681373493976,0.23116665195180722,0.12498484154216867,0.38715380096385543,0.45181445686746985,0.5167024040201005,0.5242187281407036,0.525704728643216,0.1292649787437186,0.12723840396984926,0.1273588814070352,0.5587408736689254,0.12686117236205227,0.4997765609638554,0.43727996915662654,0.06294345951807229,0
23363,2019,1204,0.5406976744186046,0.5530671961762261,0.19573317980049876,0.12248598570241065,0.3842141379883624,0.45022345469659186,0.5500839216512216,0.5445214869418702,0.5467886385846672,0.1478346543386689,0.13756444279696714,0.13869952679022746,0.5574383967607973,0.12887884426910298,0.538505080631754,0.45577463092269327,0.005720277880299252,0
22254,2019,558,0.6254480286738351,0.5955657414721723,0.1254313788150808,0.09359418348294435,0.3454428366247756,0.4757630736086175,0.6573071336996338,0.6317296043956044,0.6210913974358975,0.09084179322344323,0.09917470989010989,0.0972273673992674,0.5615624444444445,0.12077044623655915,0.5316557468581687,0.3185911131059246,0.14975318473967683,0
21690,2019,732,0.5532786885245902,0.5417133119015048,0.211362731874145,0.1458479809849521,0.3504510314637483,0.48633101094391246,0.5507726929460581,0.5374594785615491,0.5388752226832642,0.1317936875518672,0.1440729990318119,0.14185527302904563,0.5658196402188782,0.1276384980848153,0.4466933269493844,0.15510534801641587,0.3982013023255814,0
22772,2019,1178,0.5551782682512734,0.5491039651656755,0.18565480543755308,0.12103719218351741,0.36783983942226,0.46377287680543755,0.5566461325919589,0.5591916030795552,0.5564570316509838,0.14241453071000856,0.14238316595380668,0.1414326754491018,0.5500844341546305,0.12625587187765505,0.6259905012744266,0.260092625913339,0.1139168862361937,0
22311,2019,697,0.5365853658536586,0.5423970862068965,0.2629317514367816,0.1147893018678161,0.33049338362068964,0.4669382428160919,0.5358491201157742,0.5275843400868307,0.5394675774240231,0.13150722966714906,0.14162072778581766,0.13522181447178003,0.542011386494253,0.1311860922413793,0.4104058002873563,0.5895942011494253,0.0,0
23047,2019,1028,0.5330739299610895,0.5736044128529698,0.2151903188899708,0.11159782629016553,0.3828281207400195,0.4780325696202532,0.5602031756624142,0.5478237232580963,0.5474732404317959,0.11144519106967617,0.11511000745829245,0.11519737311089304,0.5587252095516569,0.1299118164717349,0.5244059240506329,0.3665342482960078,0.10905984537487828,0
23651,2019,2692,0.5037147102526003,0.5206852010405054,0.19727005603864736,0.11060179044964698,0.3619856934225195,0.43925334559643253,0.4977606655105973,0.5041061653179191,0.5052688697495182,0.11931025040462427,0.12080971753371869,0.11776059086705203,0.5503399331352155,0.12574015122585439,0.535631348569305,0.3325835689706429,0.1317851005202527,0
23633,2019,2758,0.5257432922407542,0.531620880304679,0.1799338556401886,0.1161558301414581,0.3397443957199855,0.45619560174102286,0.525488136652939,0.5267180666417072,0.5290848592287533,0.14262623283414452,0.1386557863347061,0.134404057543991,0.5489649608127721,0.119423737191582,0.6469226543344214,0.20489353964454118,0.14818381356546972,0
23650,2019,1551,0.49645390070921985,0.5418732722580646,0.20110511483870966,0.1378056275483871,0.4184576638709677,0.4389787264516129,0.5040171624668435,0.5043694303713528,0.5046126816976128,0.1584532201591512,0.15594258023872679,0.1530951279840849,0.5506883894261767,0.12777739439071567,0.7055070012903225,0.1527634256129032,0.14172957503225805,1
23225,2019,1126,0.44760213143872113,0.4524977448888889,0.22405688631111112,0.1754843408888889,0.3758997991111111,0.47511145244444447,0.4440230988319856,0.4485014905660378,0.4456957169811321,0.18072748077268644,0.18146156451033243,0.18353942794249775,0.5526997473309608,0.11957491556939502,0.769139976,0.23086002311111112,0.0,1
23306,2019,1143,0.5774278215223098,0.5484849430823118,0.18105334413309984,0.1267655656742557,0.3664993887915937,0.4401466208406305,0.5591112390331244,0.5625197663384064,0.5615238845120859,0.1476638629364369,0.14600575675917637,0.14206835622202327,0.5640922206654991,0.1263316500875657,0.6043502767075306,0.31961998774080563,0.07602973485113836,0
22547,2019,706,0.4461756373937677,0.48730780425531917,0.2415849184397163,0.11941399744680851,0.3698957035460993,0.4507520468085106,0.4526099010043042,0.44599815925394554,0.45827009325681495,0.18686376915351505,0.16367019225251075,0.14608855050215208,0.5503292585227273,0.12232746761363637,0.473903734751773,0.526096265248227,0.0,1
23637,2019,995,0.471356783919598,0.47583941146881287,0.26508775533199197,0.14339120130784708,0.314116370221328,0.4771228279678068,0.4625901530612245,0.46303686224489793,0.46777218163265305,0.1631728186734694,0.15286011102040817,0.1501451413265306,0.5527836485397785,0.12093937643504532,0.7959868913480885,0.20401310764587524,0.0,1
23534,2019,2538,0.58274231678487,0.6073377473393772,0.1456371186440678,0.11609297138352384,0.33958916554986207,0.4763587276310603,0.5879513304668305,0.5876167027027027,0.5916356031941031,0.13585420245700244,0.1312381724815725,0.1287660805077805,0.5531316674556214,0.1321490663116371,0.6295416893969255,0.208527728419393,0.16193058797792667,0
21754,2019,1013,0.4837117472852912,0.5312025187747036,0.2481935533596838,0.0961063935770751,0.3803683824110672,0.41849350494071147,0.4753517036637931,0.5098072209051724,0.5198745193965517,0.12536954084051724,0.1085337108836207,0.10046100700431033,0.5369255331355094,0.11417735529179031,0.7437969328063241,0.24557646343873518,0.010626612193675888,0
23786,2019,906,0.5154525386313465,0.5234122552486188,0.23632788861878454,0.10330552928176796,0.39716051712707184,0.4381722872928177,0.4764349723502304,0.5131176935483871,0.5247751278801843,0.18762761221198157,0.14061426716589862,0.13027613767281107,0.5547500574585635,0.12222019425414365,0.5706708762430939,0.3606165392265194,0.06871258067403314,0
22675,2019,836,0.5753588516746412,0.5773553233532934,0.19621485868263472,0.12357710610778443,0.37678834730538924,0.41112022155688627,0.6008617235079172,0.5724366029232644,0.5721658976857491,0.12022991607795372,0.11666368355663825,0.11747931766138854,0.5552133229665072,0.1296702948564593,0.6090753449101797,0.3026689269461078,0.08825572227544909,0
22735,2019,1112,0.5359712230215827,0.5475582124212421,0.15792657668766877,0.15384106138613862,0.3361150657065706,0.5138974212421242,0.5478138714932127,0.5417393194570136,0.5410146180995475,0.15675790036199094,0.16248431837104071,0.1631447571040724,0.5439252517985611,0.13220093012589929,0.5979848631863186,0.07221340900090009,0.32980172637263727,0
22099,2019,386,0.4896373056994819,0.4623776857142857,0.22381005194805195,0.15901593974025974,0.39432869350649347,0.37713916103896106,0.4948224680851064,0.49357407978723405,0.489348545212766,0.1442469079787234,0.1458577045212766,0.14998207978723405,0.5443226987012987,0.12634650727272725,0.6334512623376624,0.029016372467532466,0.3375323844155845,1
22743,2019,694,0.5504322766570605,0.5632744141414142,0.1502350544011544,0.10242076378066378,0.3785601443001443,0.4556563780663781,0.5583577854014599,0.5465090204379562,0.5486018291970803,0.11936439474452554,0.12619970116788323,0.12410419518248177,0.5503503852813852,0.126334444011544,0.5527174805194806,0.2379882135642136,0.20929429437229435,0
22419,2019,1894,0.5295670538542767,0.5119018267300581,0.23178102588483887,0.12435722456418384,0.38236512836767034,0.4435408061278394,0.5228643875278396,0.522862881403118,0.5200743808463252,0.12529659638084634,0.12417151325167038,0.12395075389755011,0.5410866434231378,0.12427721003697835,0.5189346307448495,0.2935901397253038,0.18747526043317486,0
23745,2019,2762,0.5687907313540912,0.5471526910539659,0.20290507316189788,0.1037721257515393,0.3637373321260413,0.44556403549438606,0.5628080022488756,0.562826731634183,0.5629220955772114,0.11262871742878561,0.11289575269865067,0.11130574430284858,0.551217148967017,0.12085952076839435,0.4594598710612097,0.2696572683810214,0.27088284027526255,0
23439,2019,572,0.5874125874125874,0.5709355726795097,0.1525344274956217,0.14978625569176882,0.32502142732049033,0.4666256619964974,0.5875767096188748,0.5748371433756806,0.5802625299455535,0.13159221088929218,0.13227352431941924,0.13462459709618874,0.5475901031468532,0.12939266923076922,0.6288982802101576,0.3690590735551664,0.0020426360770577933,0
23312,2019,821,0.5761266747868453,0.5785090085365854,0.1796387487804878,0.14763216341463414,0.31111736341463414,0.48111194268292684,0.5506012795031057,0.5636505689440994,0.5666747366459627,0.14300445155279504,0.15107665254658387,0.148961348447205,0.5483533520097442,0.12413722521315468,0.3784965609756098,0.24695096012195122,0.3745524439024391,0
22738,2019,652,0.5337423312883436,0.5791584270353303,0.14344625268817204,0.14131500660522273,0.3567360153609831,0.4752938341013825,0.5630563333333334,0.5358012767295598,0.5368106871069181,0.1537420886792453,0.14586390283018869,0.14095898663522013,0.5546984447852761,0.12708423819018405,0.5103966175115208,0.15759834408602152,0.3320050479262673,0
22911,2019,869,0.5822784810126582,0.6051263202764977,0.1215828948156682,0.16014693433179725,0.359083150921659,0.43168451843317973,0.5797810955710956,0.579380134032634,0.5827089207459207,0.13647907307692309,0.14161829382284383,0.14034101993006992,0.5492801327944573,0.13154472678983833,0.8542833605990784,0.030982298041474652,0.11473434619815667,0
21940,2019,2350,0.6025531914893617,0.6125816858237547,0.15589818007662837,0.12441634099616858,0.34785340102171136,0.46186077224350786,0.6071278664886516,0.6095743360035604,0.6117778210947931,0.11451982870493993,0.11749805411659991,0.11814487556742323,0.5540254152470186,0.1319628871379898,0.46284735972754365,0.26517777437207324,0.2719748607918263,0
23696,2019,2843,0.5983116426310235,0.6186488247712878,0.10368085770584094,0.13161032899366645,0.3742323296973962,0.4288971963406052,0.6032084850800582,0.6049299286754003,0.6066463398835517,0.12446635756914119,0.12664242929403202,0.13011867096069868,0.5485731599154632,0.13161678587530823,0.5142137744546095,0.27824096871921183,0.20754525095003518,0
22598,2019,927,0.5480043149946062,0.537043909287257,0.1872987398488121,0.11991779460043198,0.36967865334773214,0.40051216630669545,0.5297490152838428,0.5477824344978166,0.5486931419213974,0.1175502825327511,0.1085228886462882,0.1050063693231441,0.5622173110151188,0.1267056706263499,0.7376077462203023,0.24158483693304536,0.020807409935205183,0
22335,2019,765,0.5359477124183006,0.54994,0.20121774999999997,0.13238880366492148,0.3578664332460733,0.41123999738219896,0.5314404272108844,0.5337720081632653,0.5448183632653062,0.10645265265306122,0.12022974911564627,0.12275299537414966,0.5582407619109947,0.12499517264397905,0.673404170157068,0.1503280717277487,0.17626777486910994,0
22163,2019,1913,0.6110820700470465,0.5890731490585774,0.11260216783472804,0.13613382374476987,0.34017981328451885,0.464358954497908,0.5985217577836411,0.6007906886543536,0.5971983709762533,0.1289091218469657,0.1354203131398417,0.13938147625329816,0.5439833109596225,0.12945812884111169,0.4993628070083682,0.08086741140167364,0.419769775209205,0
23767,2019,2700,0.6151851851851852,0.6181436980363098,0.14474179673953316,0.10556801748795851,0.34901196331974804,0.45209827195257507,0.6112459255156608,0.614066410618793,0.6128956333078687,0.11298183365164248,0.10880730221543164,0.10875882482811307,0.5519984609114487,0.13012501882178584,0.7515958099296035,0.1716564247869581,0.07674777661356058,0
21916,2019,2543,0.5772709398348408,0.5742859468922109,0.1622742920535012,0.16677539535798586,0.3534595027537372,0.42147755822187255,0.5851893097959184,0.5780135918367347,0.5759045183673469,0.14453566375510202,0.15537966979591836,0.15769871918367348,0.5457719453401495,0.13694758344475028,0.4947515468135326,0.27948015066876475,0.2257682974036192,0
23631,2019,2161,0.5469689958352615,0.5490978861111111,0.20560101249999999,0.13398581018518518,0.3244319708333333,0.45580950416666666,0.5457155813953488,0.5441127306976744,0.5449347795348837,0.13053241544186048,0.12762064302325582,0.12975816386046513,0.5586247319444445,0.1284009774537037,0.3885227092592593,0.29260762592592593,0.31886963333333335,0
22624,2019,1005,0.5074626865671642,0.5065803197211156,0.23345680139442232,0.12316887201195219,0.39730709860557767,0.4556193515936255,0.5113547093844601,0.5082130302724521,0.5111724682139254,0.12187288102926337,0.12400993229061553,0.12005845943491424,0.5579203137450199,0.1301327561752988,0.5669416294820717,0.36143130916334665,0.07162706774900397,0
20700,2019,666,0.6186186186186187,0.6222252766917293,0.1500177192481203,0.10962297052631578,0.33102195939849627,0.4458961187969925,0.620949259938838,0.6119207675840979,0.6123720856269113,0.0862739003058104,0.10035120581039754,0.10471499785932721,0.5531318345864662,0.1322463457142857,0.43630693233082707,0.29272645864661656,0.2709665984962406,0
21402,2019,936,0.6014957264957265,0.6136791229946524,0.20949603743315506,0.10586591176470589,0.2923478631016043,0.4953143935828877,0.5932636738894908,0.5963818689057422,0.5974624398699893,0.12402807139761647,0.1140322366197183,0.1130862656554713,0.5557280599571734,0.12917932826552464,0.5131871978609626,0.4346742374331551,0.05213856919786096,0
23758,2019,2569,0.5780459322693655,0.5675082091121495,0.1437358917445483,0.15310085942367602,0.3340675299844237,0.4799310128504673,0.5736878834207342,0.5736975038321904,0.5731436676079064,0.14079419971762808,0.14366672355788623,0.14458925211778942,0.5458623158099689,0.12925161911993768,0.6422868099688473,0.31031710315420563,0.04739610097352025,0
22277,2019,1660,0.4963855421686747,0.48675054852320676,0.22853406208559374,0.1452150454490657,0.4034130632911393,0.4279621115129596,0.4835068680203046,0.4851071725888325,0.48308472779187817,0.1648940823604061,0.1535723769035533,0.15304636484771575,0.5585407275467149,0.11717270500301387,0.5037316943942134,0.27761811091018684,0.21865019023508137,1
21733,2019,322,0.5527950310559007,0.5278815981308411,0.14899269065420562,0.19688533644859812,0.3347195202492212,0.4166495049844237,0.5339902816455696,0.5277546455696203,0.5257726234177215,0.1549458,0.15865643797468354,0.16733204240506327,0.5460606510903427,0.13395486199376946,0.45510294392523365,0.21292100841121497,0.331976,1
23673,2019,1060,0.5481132075471699,0.5655141274787535,0.15686035042492918,0.10431682974504249,0.3707868234183192,0.4587018970727101,0.5646135777096115,0.5615240552147239,0.5639167832310839,0.1053610226993865,0.10440160807770961,0.1046812236196319,0.5453101078524125,0.12645108013245032,0.575838432483475,0.2841876345609065,0.13997396600566572,0
23717,2019,1575,0.5263492063492063,0.5311068475222364,0.23850819440914867,0.12852846994917408,0.35003045679796696,0.49539345298602283,0.5461672846416382,0.5278537180887372,0.5302532655290103,0.1429165094880546,0.1447231765187713,0.1412917014334471,0.55134361093452,0.12862481614748889,0.6658572052096569,0.3092705038119441,0.02487228456162643,0
23719,2019,1900,0.64,0.6255333522906794,0.14118840600315954,0.10927608367561874,0.37459411026856243,0.42904606108478144,0.6289009229144668,0.6324994662090814,0.6262389957761352,0.11753312312565999,0.1133383216473073,0.11328372317845829,0.5453259084210527,0.12954766836842105,0.491595439705108,0.2939483054239074,0.2144562159031069,0
22318,2019,987,0.6089159067882473,0.5899382890466532,0.23003380527383369,0.08472468620689656,0.33694559026369164,0.4734278955375254,0.5971936677018633,0.5988425683229813,0.6013175372670808,0.08945157391304348,0.10050565258799173,0.09917339161490683,0.5544223306288033,0.12771119898580122,0.5608987221095335,0.4349995202839757,0.0041017528498985805,0
22380,2019,845,0.5100591715976331,0.5709417571090047,0.2114450952606635,0.11610578601895734,0.36244838862559237,0.4479468578199052,0.5134306396866841,0.5262859856396866,0.5442331135770235,0.1297847321148825,0.12617339216710183,0.12276547467362924,0.5546632816568048,0.13045625337278105,0.5149737263033176,0.11499618507109005,0.37003007227488155,0
21414,2019,1053,0.5992402659069326,0.6022137927756654,0.17817542576045628,0.1361668466730038,0.3363400256653992,0.47884669676806085,0.6090538888888889,0.6070680337301587,0.6079280466269841,0.14477430287698412,0.13737504970238096,0.13701485327380952,0.5477821149097816,0.13028889449192785,0.5211863060836502,0.4683974543726236,0.01041619891634981,0
22996,2019,940,0.5872340425531914,0.5738451405750798,0.19959845047923322,0.10686624355697551,0.3206055709265176,0.49267903088391907,0.5849946563500533,0.5895821718249733,0.5926412561366061,0.11231501109925295,0.12217015005336179,0.12038617865528281,0.5538550224358975,0.12641620405982906,0.7216301086261981,0.05321179297124601,0.22515808977635782,0
